epsL,eps_lower,eps_upper
4.180486782081963,0.5470558874990068,0.6776960994390682
4.179486782081963,0.5459074293494944,0.6756811011594921
4.178486782081962,0.5457295351857627,0.6754609178134194
4.177486782081962,0.5455516637633612,0.6752407626147694
4.176486782081962,0.5443023537559168,0.6750206355634403
4.175486782081961,0.5441248771792664,0.6748005366593264
4.174486782081961,0.5439474232990118,0.6735097032580284
4.1734867820819606,0.5426995787447559,0.673290009921995
4.17248678208196,0.543592583627319,0.6709302164061595
4.17148678208196,0.5434151978356865,0.6707112776436523
4.1704867820819596,0.5432378347400613,0.6704923668937371
4.169486782081959,0.5419914776191956,0.6702734841562832
4.168486782081959,0.5418145089658633,0.6700546294311563
4.1674867820819586,0.541637562963535,0.6698358027182179
4.166486782081958,0.5414606396120949,0.6685490343139476
4.165486782081958,0.5412837389114241,0.6683306125415218
4.1644867820819575,0.5411068608614004,0.6670449468212529
4.163486782081957,0.540930005461898,0.6668269298100318
4.162486782081957,0.5407531727127874,0.6666089407208919
4.1614867820819565,0.5405763626139367,0.6663909795536694
4.160486782081956,0.5393336982911165,0.6661730463081974
4.159486782081956,0.5391572821408922,0.6648896127587287
4.1584867820819555,0.5389808885958352,0.6646720839600815
4.157486782081955,0.5388045176558,0.6644545830379825
4.156486782081955,0.5386281693206371,0.662108144896119
4.1554867820819545,0.5384518435901939,0.6618913966662068
4.154486782081954,0.5382755404643147,0.6616746762229322
4.153486782081954,0.5370358226702256,0.6614579835660995
4.1524867820819535,0.5368599130887972,0.6612413186955088
4.151486782081953,0.5366840260667723,0.6610246816109553
4.150486782081953,0.5365081616039814,0.6586832875137989
4.1494867820819525,0.5363323197002521,0.65846740240427
4.148486782081952,0.5361565003554083,0.6571898489504906
4.147486782081952,0.5359807035692704,0.6580357152731637
4.1464867820819515,0.5347439294815732,0.6578199132511419
4.145486782081951,0.5345685258354032,0.657604138924504
4.144486782081951,0.5343931447027106,0.65632808843448
4.1434867820819505,0.5342177860833033,0.6561127174316761
4.14248678208195,0.5340424499769851,0.6548377660432079
4.14148678208195,0.5338671363835567,0.6546227981845991
4.1404867820819495,0.5336918453028149,0.6544078579308326
