epsL,eps_lower,eps_upper
6.483071875076009,0.5634701141423485,0.7027548614584346
6.4820718750760085,0.5627120721634437,0.696846926574497
6.481071875076008,0.562539425954957,0.696633126327941
6.480071875076008,0.5623668085654435,0.6964193617699969
6.4790718750760075,0.5611046963162304,0.6962056329049927
6.478071875076007,0.5609324709932477,0.6959919397372532
6.477071875076007,0.5607602744438449,0.6957782822711007
6.4760718750760065,0.5605881066715035,0.6955646605108559
6.475071875076006,0.5604159676797029,0.693174701770817
6.474071875076006,0.5602438574719202,0.6918739676740605
6.4730718750760055,0.5600717760516302,0.6916614554734695
6.472071875076005,0.5598997234223062,0.692536162757299
6.471071875076005,0.5597276995874185,0.6923233876450208
6.4700718750760045,0.5584691886192703,0.6921106481526755
6.469071875076004,0.5582975562986798,0.6897255802522603
6.468071875076004,0.5581259527269933,0.6895135797308185
6.4670718750760035,0.5579543779076657,0.6893016147302873
6.466071875076003,0.55778283184415,0.6880045046482319
6.465071875076003,0.5576113145398975,0.6877929443935702
6.4640718750760024,0.5574398259983568,0.6875814196166503
6.463071875076002,0.5572683662229742,0.687369930321723
6.462071875076002,0.5560130890397288,0.687158476513037
6.4610718750760014,0.5558420202743721,0.6858635454847517
6.460071875076001,0.5556709802295148,0.6856524960726762
6.459071875076001,0.5554999689085878,0.6832757902169959
6.4580718750760004,0.5553289863150199,0.6830654782939134
6.457071875076,0.5551580324522376,0.6828552017102573
6.456071875076,0.5539052611105592,0.6837268066833464
6.455071875075999,0.5537346978509861,0.683516267659811
6.454071875075999,0.5535641632764402,0.6822245840379566
6.453071875075999,0.5533936573903324,0.6809336018670106
6.452071875075998,0.5532231801960721,0.6796433209830652
6.451071875075998,0.5530527316970658,0.6794339223387782
6.450071875075998,0.5528823118967182,0.6792245589512418
6.449071875075997,0.5527119207984316,0.6790152308246356
6.448071875075997,0.5525415584056063,0.6788059379631374
6.447071875075997,0.5512923746733555,0.6775178303226363
6.446071875075996,0.5511224023285417,0.6773089406307714
6.445071875075996,0.5509524586432911,0.6771000861604438
6.444071875075996,0.5507825436209886,0.6768912669158136
6.443071875075995,0.5506126572650158,0.6756049630238061
6.442071875075995,0.5504427995787537,0.6753965466455549
6.441071875075995,0.5502729705655799,0.6751881654493515
6.440071875075994,0.5490266473908492,0.674979819439338
6.439071875075994,0.5488572079681395,0.6736953180157947
6.438071875075994,0.5486877971725075,0.6734873745686072
6.437071875075993,0.5485184150073155,0.6711284136560096
6.436071875075993,0.5483490614759238,0.6709212046293656
6.435071875075993,0.5481797365816905,0.6707140306411271
6.434071875075992,0.5480104403279713,0.6715814219705531
6.433071875075992,0.5467669743402412,0.6702997877962878
6.432071875075992,0.5465980672187122,0.6700927189478909
6.431071875075991,0.5475027234434235,0.6688121504024567
6.430071875075991,0.5473335417852745,0.6686054833965214
6.429071875075991,0.5460915174338272,0.6683988513973957
6.42807187507599,0.5459227247098933,0.667119714674958
6.42707187507599,0.5457539605936976,0.6669134842618467
6.42607187507599,0.5455852250885718,0.6667072888115748
6.425071875075989,0.5454165181978443,0.6665011283282105
6.424071875075989,0.5452478399248427,0.6662950028158197
6.423071875075989,0.5450791902728911,0.6650180297828396
6.422071875075988,0.5449105692453119,0.6637417542870204
6.421071875075988,0.543671756851623,0.6635363961574925
6.420071875075988,0.5435035242492865,0.6633310729026725
6.419071875075987,0.54333532022502,0.6631257845265992
6.418071875075987,0.54316714478213,0.6629205310333084
6.417071875075987,0.5429989979239211,0.6627153124268328
6.416071875075986,0.5428308796536956,0.6603729992637477
6.415071875075986,0.5426627899747536,0.6601685122133814
6.414071875075986,0.5424947288903923,0.6588961569397089
6.413071875075985,0.5423266964039077,0.6586920702386047
6.412071875075985,0.5410914509978868,0.6595552597962409
6.411071875075985,0.5398568955163299,0.6593509119152012
6.410071875075984,0.5396896100505992,0.6591465988365026
6.409071875075984,0.540588602792913,0.6578760708544917
6.408071875075984,0.5404210438362022,0.6566062386648925
6.407071875075983,0.5402535134407584,0.656402690886602
6.406071875075983,0.5390207532043135,0.6561991778139469
6.405071875075983,0.5388536102632402,0.6559956994509011
6.404071875075982,0.5386864958368934,0.6547276579835759
6.403071875075982,0.5385194099285331,0.6545245792609642
6.402071875075982,0.5383523525414168,0.6543215352035008
