epsL,eps_lower,eps_upper
7.176219055635954,0.5676501401430785,0.7008026421519487
7.175219055635954,0.5632310094046786,0.6985810969360355
7.1742190556359535,0.5630587959387205,0.6983674988387232
7.173219055635953,0.5628866116231352,0.6970630713705106
7.172219055635953,0.5627144564616393,0.6979404111152115
7.1712190556359525,0.5625423304579467,0.6977269214982282
7.170219055635952,0.5612803688219407,0.696423603256738
7.169219055635952,0.5611086346094796,0.6962105194474901
7.1682190556359515,0.5609369295094236,0.6938190759174813
7.167219055635951,0.5607652535254714,0.6936067310596606
7.166219055635951,0.5605936066613197,0.6923058909448532
7.1652190556359505,0.5604219889206636,0.6931821494028403
7.16421905563595,0.5602504003071955,0.6929699126129778
7.16321905563595,0.5600788408246065,0.6927577118549015
7.1622190556359495,0.5588201118154648,0.6914583484720536
7.161219055635949,0.5586489436177542,0.6912465528032912
7.160219055635949,0.558477804505396,0.6899482604298179
7.1592190556359485,0.5583066944820647,0.6897368696422395
7.158219055635948,0.5581356135514339,0.6895255147960322
7.157219055635948,0.5579645617171742,0.6893141958957308
7.1562190556359475,0.5577935389829553,0.6880177115081588
7.155219055635947,0.5565376765871664,0.6878067971856989
7.154219055635947,0.5563670446798308,0.6875959187661065
7.1532190556359465,0.5561964418268937,0.6873850762538998
7.152219055635946,0.5571097391197908,0.6850065274780307
7.151219055635946,0.5558553232988281,0.6847964216858857
7.1502190556359455,0.5556848076310006,0.6845863517013495
7.149219055635945,0.5555143210321736,0.6843763175289155
7.148219055635945,0.5553438635059922,0.684166319173074
7.1472190556359445,0.5540912256310392,0.683956356638314
7.146219055635944,0.5550030356861375,0.6815826754040286
7.145219055635944,0.5548326653997442,0.6813734487365279
7.1442190556359435,0.5535811110929533,0.6811642577901573
7.143219055635943,0.5534111309770204,0.6809551025693806
7.142219055635943,0.5532411798988467,0.6807459830786589
7.1412190556359425,0.5530712578620554,0.6805368993224509
7.140219055635942,0.552901364870268,0.6792479658269504
